epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
90,19319.8,1.38238,0.95493,0.00855,0.85983,0.79093,0.86314,0.51481,1.33612,0.698,0.00706,0.0273567,0.0091189,0.0273567,0.0091189,0.0273567,0.0091189,0.0273567,0.0091189
91,19533.2,1.37707,0.94816,0.00854,0.86289,0.79405,0.86491,0.51693,1.33479,0.69537,0.00705,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
92,19747.1,1.37353,0.92993,0.00853,0.85923,0.79773,0.86714,0.51846,1.33463,0.69277,0.00705,0.0272973,0.0090991,0.0272973,0.0090991,0.0272973,0.0090991,0.0272973,0.0090991
93,19961,1.38624,0.94074,0.00847,0.86242,0.7943,0.8669,0.51819,1.33513,0.69128,0.00706,0.0272676,0.0090892,0.0272676,0.0090892,0.0272676,0.0090892,0.0272676,0.0090892
94,20174.8,1.38471,0.94247,0.00844,0.87165,0.78888,0.86955,0.51988,1.33522,0.68794,0.00706,0.0272379,0.0090793,0.0272379,0.0090793,0.0272379,0.0090793,0.0272379,0.0090793
95,20388.6,1.38132,0.93812,0.00858,0.87189,0.79204,0.87107,0.52106,1.33454,0.68582,0.00705,0.0272082,0.0090694,0.0272082,0.0090694,0.0272082,0.0090694,0.0272082,0.0090694
96,20602.1,1.38424,0.93868,0.00864,0.8612,0.80419,0.87116,0.52055,1.33639,0.68224,0.00707,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595
97,20815.8,1.39421,0.95774,0.00865,0.86519,0.80233,0.8724,0.52103,1.33856,0.68221,0.00708,0.0271488,0.0090496,0.0271488,0.0090496,0.0271488,0.0090496,0.0271488,0.0090496
98,21030.6,1.36141,0.92911,0.00861,0.86816,0.80045,0.87309,0.52073,1.34032,0.68241,0.00709,0.0271191,0.0090397,0.0271191,0.0090397,0.0271191,0.0090397,0.0271191,0.0090397
99,21244.3,1.39225,0.94906,0.00859,0.8628,0.80295,0.87121,0.51915,1.3425,0.68328,0.00711,0.0270894,0.0090298,0.0270894,0.0090298,0.0270894,0.0090298,0.0270894,0.0090298
