epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
47,16741.4,1.39084,0.84679,0.00668,0.84518,0.76755,0.84072,0.54899,1.24184,0.71634,0.00668,0.0286338,0.0095446,0.0286338,0.0095446,0.0286338,0.0095446,0.0286338,0.0095446
48,17097.8,1.39482,0.85547,0.00675,0.83902,0.76969,0.84101,0.54964,1.24163,0.71507,0.00668,0.0286041,0.0095347,0.0286041,0.0095347,0.0286041,0.0095347,0.0286041,0.0095347
49,17453.1,1.38024,0.84928,0.0067,0.84844,0.76314,0.84114,0.55,1.24015,0.71714,0.00667,0.0285744,0.0095248,0.0285744,0.0095248,0.0285744,0.0095248,0.0285744,0.0095248
50,17807.6,1.37889,0.849,0.00674,0.85576,0.76257,0.84122,0.55042,1.23941,0.71635,0.00667,0.0285447,0.0095149,0.0285447,0.0095149,0.0285447,0.0095149,0.0285447,0.0095149
51,18163,1.38955,0.84784,0.00674,0.85673,0.76314,0.84233,0.5513,1.23898,0.71503,0.00667,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
52,18517.6,1.38235,0.84871,0.00682,0.85453,0.76407,0.84277,0.55191,1.23761,0.71614,0.00666,0.0284853,0.0094951,0.0284853,0.0094951,0.0284853,0.0094951,0.0284853,0.0094951
53,18872.7,1.37855,0.85597,0.00672,0.85988,0.76112,0.84179,0.55142,1.23604,0.71813,0.00666,0.0284556,0.0094852,0.0284556,0.0094852,0.0284556,0.0094852,0.0284556,0.0094852
54,19226.7,1.3745,0.84072,0.00674,0.84638,0.76601,0.83938,0.55008,1.23402,0.72164,0.00665,0.0284259,0.0094753,0.0284259,0.0094753,0.0284259,0.0094753,0.0284259,0.0094753
55,19580.8,1.39207,0.84733,0.00658,0.84291,0.76933,0.83721,0.54869,1.23238,0.7268,0.00664,0.0283962,0.0094654,0.0283962,0.0094654,0.0283962,0.0094654,0.0283962,0.0094654
56,19934.5,1.3555,0.83478,0.00674,0.83468,0.77312,0.83576,0.54857,1.23044,0.73113,0.00664,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555
57,20288.7,1.39341,0.85272,0.00664,0.83109,0.7745,0.83404,0.54813,1.22804,0.73823,0.00662,0.0283368,0.0094456,0.0283368,0.0094456,0.0283368,0.0094456,0.0283368,0.0094456
58,20642.3,1.36258,0.83604,0.00673,0.82896,0.77664,0.83206,0.54675,1.22585,0.74233,0.0066,0.0283071,0.0094357,0.0283071,0.0094357,0.0283071,0.0094357,0.0283071,0.0094357
59,20995.9,1.38919,0.84996,0.00676,0.83224,0.77288,0.82971,0.54588,1.2241,0.74501,0.00659,0.0282774,0.0094258,0.0282774,0.0094258,0.0282774,0.0094258,0.0282774,0.0094258
60,21350.3,1.36046,0.81169,0.00668,0.83005,0.77774,0.83368,0.54883,1.223,0.74285,0.00659,0.0282477,0.0094159,0.0282477,0.0094159,0.0282477,0.0094159,0.0282477,0.0094159
61,21705.4,1.36227,0.83163,0.00659,0.83247,0.77878,0.83678,0.55068,1.22169,0.74042,0.00658,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
62,22060.1,1.37327,0.83678,0.00662,0.82659,0.78377,0.83876,0.55258,1.21985,0.73743,0.00657,0.0281883,0.0093961,0.0281883,0.0093961,0.0281883,0.0093961,0.0281883,0.0093961
63,22415.2,1.36347,0.82381,0.00659,0.82352,0.78702,0.83852,0.55238,1.2191,0.73396,0.00656,0.0281586,0.0093862,0.0281586,0.0093862,0.0281586,0.0093862,0.0281586,0.0093862
64,22771.5,1.35954,0.81909,0.00666,0.8313,0.78399,0.84016,0.55398,1.21875,0.73406,0.00656,0.0281289,0.0093763,0.0281289,0.0093763,0.0281289,0.0093763,0.0281289,0.0093763
65,23125.2,1.35235,0.82607,0.00655,0.82796,0.77922,0.84196,0.55566,1.21657,0.73684,0.00655,0.0280992,0.0093664,0.0280992,0.0093664,0.0280992,0.0093664,0.0280992,0.0093664
66,23481.3,1.35949,0.82467,0.00658,0.82299,0.77956,0.84131,0.55608,1.21478,0.73897,0.00654,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565
67,23836.8,1.36407,0.82132,0.00662,0.83196,0.77839,0.84491,0.55816,1.21393,0.73389,0.00653,0.0280398,0.0093466,0.0280398,0.0093466,0.0280398,0.0093466,0.0280398,0.0093466
68,24190.2,1.34576,0.81787,0.0066,0.83536,0.78539,0.84827,0.56048,1.2122,0.72552,0.00653,0.0280101,0.0093367,0.0280101,0.0093367,0.0280101,0.0093367,0.0280101,0.0093367
69,24545.4,1.34846,0.83249,0.0066,0.84652,0.78359,0.85188,0.5634,1.2116,0.71681,0.00653,0.0279804,0.0093268,0.0279804,0.0093268,0.0279804,0.0093268,0.0279804,0.0093268
70,24901.1,1.3534,0.82764,0.00663,0.84598,0.78724,0.85466,0.56567,1.20903,0.71374,0.00651,0.0279507,0.0093169,0.0279507,0.0093169,0.0279507,0.0093169,0.0279507,0.0093169
71,25254.4,1.34339,0.81506,0.00665,0.84534,0.79055,0.85439,0.56526,1.20894,0.7094,0.00651,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
72,25608.8,1.34994,0.80552,0.00667,0.84538,0.79193,0.85691,0.56719,1.20828,0.70721,0.0065,0.0278913,0.0092971,0.0278913,0.0092971,0.0278913,0.0092971,0.0278913,0.0092971
73,25963.1,1.35592,0.82685,0.00664,0.83991,0.79482,0.85577,0.56762,1.20706,0.7102,0.0065,0.0278616,0.0092872,0.0278616,0.0092872,0.0278616,0.0092872,0.0278616,0.0092872
74,26318.2,1.36309,0.82012,0.00659,0.83523,0.79348,0.85311,0.56631,1.20505,0.71551,0.00648,0.0278319,0.0092773,0.0278319,0.0092773,0.0278319,0.0092773,0.0278319,0.0092773
75,26673.8,1.36612,0.81776,0.00662,0.82921,0.79024,0.84705,0.5627,1.20307,0.73091,0.00647,0.0278022,0.0092674,0.0278022,0.0092674,0.0278022,0.0092674,0.0278022,0.0092674
76,27029.7,1.33601,0.78309,0.00646,0.8139,0.78473,0.83282,0.55388,1.20124,0.75474,0.00646,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575
77,27384.1,1.35919,0.8101,0.00658,0.80118,0.79022,0.82329,0.5479,1.19961,0.77318,0.00645,0.0277428,0.0092476,0.0277428,0.0092476,0.0277428,0.0092476,0.0277428,0.0092476
78,27738.9,1.35278,0.80718,0.00659,0.82111,0.79282,0.83985,0.55917,1.19896,0.74675,0.00645,0.0277131,0.0092377,0.0277131,0.0092377,0.0277131,0.0092377,0.0277131,0.0092377
79,28094.9,1.33128,0.79018,0.0066,0.83524,0.79826,0.85404,0.56959,1.19844,0.72137,0.00645,0.0276834,0.0092278,0.0276834,0.0092278,0.0276834,0.0092278,0.0276834,0.0092278
80,28449.2,1.33187,0.79508,0.00654,0.84702,0.79775,0.85962,0.5734,1.19771,0.70509,0.00644,0.0276537,0.0092179,0.0276537,0.0092179,0.0276537,0.0092179,0.0276537,0.0092179
81,28804.2,1.33576,0.80027,0.00658,0.84831,0.8004,0.86204,0.57534,1.19626,0.69676,0.00643,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
82,29160.3,1.34181,0.80196,0.00662,0.84922,0.80072,0.86471,0.57708,1.19645,0.68873,0.00643,0.0275943,0.0091981,0.0275943,0.0091981,0.0275943,0.0091981,0.0275943,0.0091981
83,29515,1.34735,0.79464,0.00651,0.85309,0.79835,0.86507,0.57772,1.19535,0.68688,0.00643,0.0275646,0.0091882,0.0275646,0.0091882,0.0275646,0.0091882,0.0275646,0.0091882
