epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
99,17589.5,1.62461,1.16989,0.008,0.79779,0.66248,0.73418,0.44903,1.39759,0.92948,0.00764,0.0270894,0.0090298,0.0270894,0.0090298,0.0270894,0.0090298,0.0270894,0.0090298
100,17767.6,1.60762,1.12739,0.00789,0.79224,0.66475,0.73396,0.44887,1.39705,0.92936,0.00764,0.0270597,0.0090199,0.0270597,0.0090199,0.0270597,0.0090199,0.0270597,0.0090199
101,17944.5,1.59505,1.1543,0.00804,0.79587,0.6622,0.7343,0.4491,1.39625,0.92834,0.00764,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
102,18122.2,1.60278,1.13266,0.00807,0.79577,0.66253,0.73486,0.44942,1.39624,0.92739,0.00764,0.0270003,0.0090001,0.0270003,0.0090001,0.0270003,0.0090001,0.0270003,0.0090001
103,18299.2,1.60453,1.13358,0.00787,0.78777,0.66754,0.73478,0.44971,1.39577,0.92748,0.00763,0.0269706,0.0089902,0.0269706,0.0089902,0.0269706,0.0089902,0.0269706,0.0089902
104,18476.5,1.62641,1.15329,0.00799,0.78404,0.66961,0.73459,0.44986,1.39487,0.92855,0.00763,0.0269409,0.0089803,0.0269409,0.0089803,0.0269409,0.0089803,0.0269409,0.0089803
105,18653.7,1.59259,1.11848,0.00788,0.78429,0.66866,0.73438,0.44999,1.39517,0.92766,0.00763,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704
106,18831.1,1.63028,1.16907,0.00776,0.77246,0.67513,0.73448,0.45027,1.39481,0.92749,0.00763,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605
107,19008.4,1.60582,1.12942,0.00798,0.77609,0.67364,0.73571,0.45049,1.39469,0.92572,0.00762,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506
108,19185.9,1.612,1.14892,0.00806,0.7762,0.67245,0.73519,0.4507,1.39454,0.92459,0.00762,0.0268221,0.0089407,0.0268221,0.0089407,0.0268221,0.0089407,0.0268221,0.0089407
109,19363.6,1.62079,1.15567,0.00798,0.77242,0.67444,0.73551,0.45087,1.39453,0.92333,0.00762,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308
110,19541.3,1.62455,1.14322,0.00785,0.79009,0.66776,0.73623,0.45082,1.3943,0.92268,0.00762,0.0267627,0.0089209,0.0267627,0.0089209,0.0267627,0.0089209,0.0267627,0.0089209
111,19718.1,1.59519,1.13766,0.008,0.7813,0.67211,0.73669,0.4513,1.39396,0.92148,0.00761,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
112,19895.1,1.61297,1.11455,0.00794,0.78502,0.67108,0.73749,0.45156,1.39419,0.91992,0.00762,0.0267033,0.0089011,0.0267033,0.0089011,0.0267033,0.0089011,0.0267033,0.0089011
113,20071.9,1.6046,1.12861,0.00792,0.78111,0.67383,0.73742,0.45131,1.39343,0.92013,0.00761,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912
114,20249.4,1.60346,1.13738,0.00806,0.78296,0.6728,0.73733,0.45163,1.39368,0.91922,0.00761,0.0266439,0.0088813,0.0266439,0.0088813,0.0266439,0.0088813,0.0266439,0.0088813
115,20426.8,1.58868,1.10061,0.0079,0.76981,0.67831,0.73787,0.45226,1.39336,0.91891,0.00761,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714
116,20603.8,1.59536,1.12282,0.00779,0.77448,0.67827,0.73797,0.45259,1.3931,0.91844,0.00761,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615
