epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
68,13032.2,1.44068,1.05664,0.00905,0.87404,0.7501,0.83497,0.49504,1.38311,0.74976,0.00735,0.0280101,0.0093367,0.0280101,0.0093367,0.0280101,0.0093367,0.0280101,0.0093367
69,13223.9,1.44695,1.05268,0.0091,0.86809,0.7467,0.83499,0.49555,1.37976,0.74796,0.00731,0.0279804,0.0093268,0.0279804,0.0093268,0.0279804,0.0093268,0.0279804,0.0093268
70,13414.4,1.44216,1.06318,0.00906,0.85793,0.75373,0.83334,0.49566,1.38098,0.75316,0.0073,0.0279507,0.0093169,0.0279507,0.0093169,0.0279507,0.0093169,0.0279507,0.0093169
71,13605.8,1.43143,1.04179,0.00913,0.85916,0.75551,0.83544,0.49558,1.37832,0.75281,0.0073,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
72,13797.3,1.44702,1.03956,0.00906,0.85535,0.75745,0.83535,0.49582,1.37436,0.74934,0.00727,0.0278913,0.0092971,0.0278913,0.0092971,0.0278913,0.0092971,0.0278913,0.0092971
73,13987.9,1.45118,1.05735,0.00919,0.85905,0.75686,0.83675,0.49612,1.37543,0.74501,0.00729,0.0278616,0.0092872,0.0278616,0.0092872,0.0278616,0.0092872,0.0278616,0.0092872
74,14178.8,1.44,1.04302,0.00902,0.8552,0.7587,0.83879,0.49707,1.3736,0.74238,0.00728,0.0278319,0.0092773,0.0278319,0.0092773,0.0278319,0.0092773,0.0278319,0.0092773
75,14370.3,1.45805,1.05888,0.00912,0.85495,0.75776,0.8399,0.4973,1.37332,0.74457,0.00728,0.0278022,0.0092674,0.0278022,0.0092674,0.0278022,0.0092674,0.0278022,0.0092674
76,14561.4,1.43461,1.02829,0.00902,0.84326,0.76351,0.83981,0.49849,1.37117,0.74137,0.00727,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575
77,14752.8,1.45432,1.05364,0.00902,0.85298,0.75764,0.84019,0.49883,1.37285,0.74044,0.00728,0.0277428,0.0092476,0.0277428,0.0092476,0.0277428,0.0092476,0.0277428,0.0092476
78,14944.3,1.43957,1.03866,0.00901,0.85482,0.75817,0.84024,0.49936,1.37273,0.74207,0.00728,0.0277131,0.0092377,0.0277131,0.0092377,0.0277131,0.0092377,0.0277131,0.0092377
79,15135.3,1.43369,1.03607,0.009,0.86691,0.75349,0.84125,0.49891,1.37583,0.74406,0.0073,0.0276834,0.0092278,0.0276834,0.0092278,0.0276834,0.0092278,0.0276834,0.0092278
80,15325.7,1.42645,1.01987,0.00901,0.86132,0.75653,0.84193,0.49842,1.37811,0.74316,0.00732,0.0276537,0.0092179,0.0276537,0.0092179,0.0276537,0.0092179,0.0276537,0.0092179
81,15516.5,1.44015,1.05034,0.00909,0.85815,0.7577,0.84086,0.49835,1.37847,0.74191,0.00732,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
82,15707.5,1.43998,1.03453,0.00897,0.85654,0.76008,0.84143,0.49843,1.37848,0.74107,0.00732,0.0275943,0.0091981,0.0275943,0.0091981,0.0275943,0.0091981,0.0275943,0.0091981
83,15898.3,1.44696,1.03216,0.009,0.85846,0.75928,0.84233,0.49849,1.37793,0.74017,0.00731,0.0275646,0.0091882,0.0275646,0.0091882,0.0275646,0.0091882,0.0275646,0.0091882
84,16089.7,1.44154,1.03074,0.00884,0.86372,0.7568,0.84193,0.49837,1.3787,0.74114,0.00731,0.0275349,0.0091783,0.0275349,0.0091783,0.0275349,0.0091783,0.0275349,0.0091783
85,16280.2,1.43232,1.03129,0.00901,0.86478,0.75566,0.84153,0.49838,1.37707,0.74194,0.0073,0.0275052,0.0091684,0.0275052,0.0091684,0.0275052,0.0091684,0.0275052,0.0091684
86,16471.9,1.43954,1.02097,0.00886,0.86454,0.75276,0.84116,0.49827,1.37633,0.74122,0.0073,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585
87,16663,1.4271,1.02963,0.00895,0.85569,0.75361,0.83926,0.49785,1.37476,0.74407,0.00729,0.0274458,0.0091486,0.0274458,0.0091486,0.0274458,0.0091486,0.0274458,0.0091486
88,16854.8,1.44396,1.02989,0.00909,0.85482,0.75377,0.83849,0.49726,1.37343,0.74659,0.00729,0.0274161,0.0091387,0.0274161,0.0091387,0.0274161,0.0091387,0.0274161,0.0091387
89,17045.6,1.42621,1.02759,0.00899,0.86088,0.75049,0.83939,0.49827,1.37161,0.74624,0.00728,0.0273864,0.0091288,0.0273864,0.0091288,0.0273864,0.0091288,0.0273864,0.0091288
90,17236.3,1.42355,1.03381,0.00886,0.8595,0.75087,0.83971,0.49867,1.37032,0.74849,0.00727,0.0273567,0.0091189,0.0273567,0.0091189,0.0273567,0.0091189,0.0273567,0.0091189
91,17427,1.42437,1.02351,0.00891,0.86336,0.74896,0.83912,0.4983,1.37058,0.7472,0.00727,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
92,17617.7,1.41637,1.01024,0.00884,0.86962,0.74612,0.83907,0.49842,1.37157,0.74698,0.00728,0.0272973,0.0090991,0.0272973,0.0090991,0.0272973,0.0090991,0.0272973,0.0090991
93,17809,1.43436,1.01909,0.00881,0.86915,0.74492,0.84059,0.49806,1.37288,0.74723,0.00729,0.0272676,0.0090892,0.0272676,0.0090892,0.0272676,0.0090892,0.0272676,0.0090892
94,17999.7,1.43313,1.01414,0.00881,0.87276,0.74418,0.84058,0.49788,1.37391,0.74756,0.0073,0.0272379,0.0090793,0.0272379,0.0090793,0.0272379,0.0090793,0.0272379,0.0090793
95,18190,1.43129,1.01874,0.00895,0.87446,0.74278,0.83971,0.49713,1.37441,0.7467,0.0073,0.0272082,0.0090694,0.0272082,0.0090694,0.0272082,0.0090694,0.0272082,0.0090694
96,18381.3,1.42914,1.0295,0.00898,0.87103,0.74611,0.84106,0.49678,1.37634,0.74628,0.00732,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595
97,18572.2,1.43604,1.04854,0.00897,0.86474,0.74803,0.83917,0.49567,1.37763,0.74953,0.00732,0.0271488,0.0090496,0.0271488,0.0090496,0.0271488,0.0090496,0.0271488,0.0090496
98,18763.7,1.41337,1.00679,0.00897,0.86286,0.74982,0.83953,0.49522,1.37991,0.75111,0.00733,0.0271191,0.0090397,0.0271191,0.0090397,0.0271191,0.0090397,0.0271191,0.0090397
99,18955.4,1.44091,1.03796,0.00892,0.86381,0.74836,0.83946,0.49437,1.38175,0.75071,0.00735,0.0270894,0.0090298,0.0270894,0.0090298,0.0270894,0.0090298,0.0270894,0.0090298
100,19146.4,1.41175,1.02122,0.00882,0.86061,0.75041,0.83905,0.49397,1.38306,0.75236,0.00736,0.0270597,0.0090199,0.0270597,0.0090199,0.0270597,0.0090199,0.0270597,0.0090199
101,19336.7,1.43987,1.0205,0.00872,0.86401,0.74715,0.83954,0.4933,1.38467,0.75339,0.00737,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
102,19527.6,1.41851,1.00489,0.00884,0.85585,0.75048,0.83868,0.49312,1.38602,0.7559,0.00738,0.0270003,0.0090001,0.0270003,0.0090001,0.0270003,0.0090001,0.0270003,0.0090001
103,19718.4,1.42062,1.01127,0.00866,0.8541,0.75095,0.83839,0.49252,1.3873,0.75646,0.00739,0.0269706,0.0089902,0.0269706,0.0089902,0.0269706,0.0089902,0.0269706,0.0089902
104,19909.7,1.42072,1.01142,0.009,0.84868,0.75425,0.83793,0.49214,1.38756,0.75814,0.00739,0.0269409,0.0089803,0.0269409,0.0089803,0.0269409,0.0089803,0.0269409,0.0089803
105,20101.1,1.4184,0.99471,0.00873,0.84464,0.75592,0.83783,0.49197,1.38755,0.76032,0.00739,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704
106,20292.1,1.4333,1.0034,0.00876,0.85096,0.75134,0.83662,0.49103,1.38786,0.76289,0.00739,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605
107,20483.2,1.41723,0.99762,0.00871,0.84884,0.74997,0.83571,0.48995,1.39044,0.76523,0.00741,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506
108,20673.8,1.43752,1.00441,0.0088,0.85124,0.74984,0.83598,0.48977,1.39179,0.76777,0.00742,0.0268221,0.0089407,0.0268221,0.0089407,0.0268221,0.0089407,0.0268221,0.0089407
109,20864.9,1.43862,1.01123,0.009,0.8495,0.74823,0.83616,0.48917,1.39279,0.77055,0.00743,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308
